Time,Series Name,United States [USA],United Kingdom [GBR],Vietnam [VNM],Switzerland [CHE],Spain [ESP],Qatar [QAT],Portugal [PRT],Peru [PER],Panama [PAN],Norway [NOR],New Zealand [NZL],Nicaragua [NIC],Netherlands [NLD],Mexico [MEX],Luxembourg [LUX],Japan [JPN],Italy [ITA],Israel [ISR],Jamaica [JAM],India [IND],Iceland [ISL],Greece [GRC],Finland [FIN],France [FRA],Germany [DEU],"Egypt, Arab Rep. [EGY]",Ethiopia [ETH],Ecuador [ECU],Cuba [CUB],Costa Rica [CRI],Chile [CHL],Canada [CAN],Colombia [COL],China [CHN],Brazil [BRA],Australia [AUS],Argentina [ARG],Afghanistan [AFG],Ireland [IRL],Poland [POL],Romania [ROU]
2013,Access to electricity (% of population),100.0,100.0,98.5360336303711,100.0,100.0,100.0,100.0,92.135365,89.1,100.0,100.0,80.7572708129883,100.0,99.2320251464844,100.0,100.0,100.0,100.0,93.9,80.7380447387695,100.0,100.0,100.0,100.0,100.0,99.8213043212891,36.1612358093262,98.034674,98.1586227416992,99.563517,99.6,100.0,97.779418,99.9970092773438,99.575151,100.0,99.3562240600586,68.9829406738281,100.0,100.0,100.0
2013,"Adolescent fertility rate (births per 1,000 women ages 15-19)",26.3216,17.4572,35.0346,3.355,8.7226,10.9988,10.8072,61.2308,85.8544,5.8594,22.1972,92.1532,4.316,64.849,6.0686,4.3392,5.7632,11.1558,59.1546,25.077,8.7418,8.2758,7.101,6.2638,8.0694,55.371,75.7278,82.0474,53.3208,58.5056,51.252,10.8726,71.9846,7.4286,63.0646,12.1846,63.41,94.429,10.1254,13.574,36.491
2013,Arable land (% of land area),17.0051664841015,25.8975736783367,20.7140323152836,10.1959130478793,24.3517722556526,1.32644272179156,12.4284429268207,3.27734375,7.60021522733387,2.21237990621023,2.07739926322586,12.4979225527672,30.8222024339567,10.1365775868721,25.6995884773663,11.6268861454047,23.2100360372612,13.2070240295749,11.0803324099723,52.617558918199,1.20897755610973,19.4724592707525,7.31876665898845,33.4315879442688,34.0403577161202,2.72034758149581,13.7006999515893,4.80753744564342,30.2859336019958,4.5436741088915,1.76051602352017,4.2142234922632,1.51599819738621,12.7071931712043,6.37366686846595,4.06399125261966,14.5062100566743,11.9244554728426,6.8811148207287,35.2437869436008,38.0211276789984
2013,Armed forces personnel (% of total labor force),0.902564441803805,0.483751011728082,0.961461563032223,0.456414263493431,0.914901033109069,0.670934873830128,1.50748209522831,1.16373030841035,0.671244179054385,0.95626779797842,0.355125060423485,0.443032483510885,0.481784538833169,0.624233661832342,0.573804131389746,0.3938283489894,1.42818573613103,4.966210923726,0.207626419177931,0.586120653545098,0.103523419585596,3.04326772787731,0.931407431141049,1.05681895503043,0.43118849181072,2.84075376978735,0.316108757997008,0.832051745400037,1.47953489693717,0.422972225830914,1.24003762421414,0.337338851382263,1.89574662259688,0.382051299395083,0.72141042877298,0.46487220806353,0.558069023075481,3.97997266680196,0.413032569053745,0.945279742594907,1.64735264550354
2013,"Energy imports, net (% of energy use)",13.9434315101907,42.3239172864284,-15.1058744822691,51.519771321102,70.343061133229,-455.172286951621,73.1730789650377,-18.9187380752916,79.9114176648041,-494.815747774818,16.4140944394665,39.7489916645023,10.3846862641158,-12.7259150367856,96.6269935154432,93.9186266276607,76.338774185009,71.8329644938359,82.5422588605831,32.4755540414775,10.4389197249409,60.1198692762168,45.3050561641201,46.3528750172623,62.093783982408,-6.89169048632898,5.58576848838172,-118.758879898847,53.5712077716756,49.0499358240538,61.2882978692337,-64.4437480511021,-268.53275583505,14.7564514134368,13.8908191836356,-172.438340343449,12.6885776303415,0.0,82.7112356351379,27.3320950164791,18.7593235316674
2013,Individuals using the Internet (% of population),71.4,89.8441,38.5,86.34,71.635,85.3,62.0956,39.2,44.03,95.0534,82.78,15.5,93.9564,43.46,93.7765,88.21942891,58.4593,70.25031195,37.1,12.3,96.5468,59.8663,91.5144,81.9198,84.17,29.4,4.6,40.27912194,27.93,45.96,58.0,85.8,51.7,45.8,51.04,83.45349717,59.9,5.9,78.2477,62.8492,49.7645
2013,Current health expenditure (% of GDP),16.21042252,9.97855186,6.33500576,10.83054256,9.06737709,2.07620168,9.07765675,4.70197392,6.65125561,8.92953396,9.36316967,7.6386919,10.58363628,5.9407773,5.52774715,10.79159355,8.77543831,7.0793376,4.95499468,3.74944162,8.22141075,8.31875896,9.80534649,11.43607998,10.99187183,4.91730928,4.07506514,8.55983448,10.43099499,7.86832047,7.44478321,10.34045982,7.01724052,4.71002245,7.97721243,8.76116371,9.78097916,8.80596447,10.30022049,6.3754797,5.19262123
2013,CO2 emissions from transport (% of total fuel combustion),33.0829660779476,25.4858362609508,22.165820642978,41.1070998796631,34.6930962610064,16.1285890919082,35.6734507203293,42.885816235504,36.9807497467072,39.6866096866097,44.21834625323,40.6103286384977,20.4212689442589,33.6122826984446,66.3254861821904,17.5479830839297,29.8423423423423,23.3816139521135,22.6775956284153,12.0418254645175,39.9014778325123,23.660908695021,24.1693679092382,38.1704663702583,19.9408268530883,23.3451469075112,46.8235294117647,41.8734318371899,4.21481985044188,67.601683029453,29.862211925375,31.699019411647,40.2144772117962,8.3861275770254,46.0993064941395,24.0994988515348,25.2834780684772,0.0,30.3400174367916,14.776773486716,21.6376811594203
2013,"Communications, computer, etc. (% of service exports, BoP)",45.9247759999222,42.0773726735252,0.0,48.1527601615714,27.3077394956997,12.1659496004917,31.0343230208208,3.32271611081609,8.09129206981158,38.578716159836,22.2168694330821,58.0717690439788,65.1538052298297,2.35044909699554,27.0113588920964,56.1649042935963,39.9969652449925,70.2735895822078,15.4782937643212,69.7681767589479,28.8369057680228,11.6735362743294,70.2318414002819,50.6961196003011,51.2576011893944,13.9577800290228,14.0382411426529,17.8454136042795,0.0,49.4636504222231,29.222625855117,52.4740898547189,19.9910608026678,53.3873420203509,60.2857664001632,25.0491406981256,47.7922553381145,48.5478259027436,76.1740270173271,45.8704871060172,58.8837569923667
2013,"Communications, computer, etc. (% of service imports, BoP)",43.7605325696572,41.5280891066314,0.0,61.2186624388376,43.2768780832896,33.4116494371239,36.0753889205223,31.3471729113491,19.3236621032981,40.8177232727308,35.821735316199,35.7993041567478,66.5292263632877,12.8744732335478,36.6651578685341,53.6605190000569,42.096504966872,48.4260159311731,38.4306481747068,49.8412107239714,44.7949502987685,20.1461489265427,55.2837386442532,52.2398063835031,43.5454137731617,28.9876094760387,16.3796339736435,17.0928843439941,0.0,27.5179239049054,35.3758409835603,38.1854977178038,34.5031900194771,24.7796651581403,49.1670089455807,30.5608892710976,39.0279108122936,19.5550846845568,78.5682217612901,50.2617167407945,55.9022188566961
